18.801 65.222
18.823 50.111
18.845 54.333
18.867 53.222
18.889 57.333
18.910 59.222
18.932 52.444
18.954 57.778
18.976 57.333
18.998 52.444
19.020 55.556
19.042 61.222
19.064 62.333
19.086 59.222
19.108 57.667
19.130 60.111
19.152 57.222
19.174 56.556
19.196 61.556
19.218 58.778
19.240 57.222
19.262 54.556
19.284 55.000
19.306 59.000
19.328 53.444
19.350 56.889
19.372 56.444
19.394 59.000
19.416 60.444
19.439 55.111
19.461 57.778
19.483 60.556
19.505 56.889
19.527 57.889
19.549 60.000
19.571 56.889
19.593 61.000
19.615 54.667
19.637 56.000
19.660 60.667
19.682 57.556
19.704 61.111
19.726 57.222
19.748 58.333
19.770 61.556
19.792 59.222
19.815 62.333
19.837 59.333
19.859 65.778
19.881 60.222
19.903 60.111
19.926 58.556
19.948 60.556
19.970 54.000
19.992 58.667
20.014 58.222
20.037 57.333
20.059 58.667
20.081 57.667
20.103 58.667
20.126 61.667
20.148 58.333
20.170 55.667
20.192 56.556
20.215 57.000
20.237 55.667
20.259 57.444
20.281 54.000
20.304 51.889
20.326 60.889
20.348 56.111
20.371 59.556
20.393 57.444
20.415 60.444
20.438 61.333
20.460 55.556
20.482 57.333
20.505 54.889
20.527 59.333
20.549 60.444
20.572 56.000
20.594 58.556
20.616 58.000
20.639 57.111
20.661 61.222
20.684 57.556
20.706 58.333
20.728 53.444
20.751 54.333
20.773 57.222
20.796 56.778
20.818 58.667
20.840 54.889
20.863 53.556
20.885 55.333
20.908 53.556
20.930 53.778
20.953 58.111
20.975 60.222
20.998 54.778
21.020 57.667
21.042 49.667
21.065 51.333
21.087 56.000
21.110 53.444
21.132 57.111
21.155 52.778
21.177 58.333
21.200 59.556
21.222 59.000
21.245 56.556
21.268 57.556
21.290 55.889
21.313 56.111
21.335 60.333
21.358 56.667
21.380 56.222
21.403 56.333
21.425 57.222
21.448 55.111
21.471 56.444
21.493 57.111
21.516 57.556
21.538 62.333
21.561 59.333
21.584 58.111
21.606 58.000
21.629 61.444
21.651 55.889
21.674 54.111
21.697 58.222
21.719 59.778
21.742 58.444
21.765 62.000
21.787 55.333
21.810 58.111
21.833 56.667
21.855 56.444
21.878 57.333
21.901 55.556
21.923 58.333
21.946 55.667
21.969 54.111
21.992 51.778
22.014 53.444
22.037 55.889
22.060 58.000
22.083 59.778
22.105 53.444
22.128 52.778
22.151 61.333
22.174 57.889
22.196 55.333
22.219 60.333
22.242 60.000
22.265 60.333
22.287 62.778
22.310 64.778
22.333 61.556
22.356 64.556
22.379 63.111
22.401 62.556
22.424 65.444
22.447 64.889
22.470 68.111
22.493 65.778
22.516 70.778
22.538 78.000
22.561 69.333
22.584 73.889
22.607 74.333
22.630 80.778
22.653 77.444
22.676 75.556
22.699 83.889
22.721 92.333
22.744 89.778
22.767 89.667
22.790 87.444
22.813 90.444
22.836 92.222
22.859 88.111
22.882 86.000
22.905 75.778
22.928 78.667
22.951 77.556
22.974 79.222
22.997 69.444
23.020 68.222
23.043 60.778
23.066 58.222
23.089 61.444
23.112 63.333
23.135 59.333
23.158 55.556
23.181 53.000
23.204 53.333
23.227 58.667
23.250 57.333
23.273 54.556
23.296 57.556
23.319 52.889
23.342 61.000
23.365 53.000
23.388 55.444
23.411 55.111
23.434 65.667
23.457 60.000
23.480 61.000
23.503 58.333
23.526 56.111
23.549 52.444
23.573 55.556
23.596 58.889
23.619 55.667
23.642 53.111
23.665 52.556
23.688 54.778
23.711 56.333
23.734 58.333
23.758 55.778
23.781 53.889
23.804 54.667
23.827 57.111
23.850 58.333
23.873 56.444
23.897 55.889
23.920 53.000
23.943 53.111
23.966 55.778
23.989 59.889
24.013 53.667
24.036 54.333
24.059 51.333
24.082 54.222
24.105 56.667
24.129 57.778
24.152 56.778
24.175 52.000
24.198 56.889
24.222 61.889
24.245 58.000
24.268 51.667
24.292 53.000
24.315 55.667
24.338 53.444
24.361 55.667
24.385 54.889
24.408 57.778
24.431 54.222
24.455 53.556
24.478 56.778
24.501 54.000
24.525 53.111
24.548 51.778
24.571 57.333
24.595 55.778
24.618 55.556
24.641 55.444
24.665 56.000
24.688 57.667
24.712 57.889
24.735 56.778
24.758 52.000
24.782 56.556
24.805 54.000
24.829 55.778
24.852 51.667
24.875 54.000
24.899 54.111
24.922 55.778
24.946 54.000
24.969 54.333
24.993 52.444
25.016 52.111
25.039 56.000
25.063 48.556
25.086 51.778
25.110 53.778
25.133 55.222
25.157 53.778
25.180 58.667
25.204 56.444
25.227 52.778
25.251 58.444
25.274 54.222
25.298 55.111
25.321 53.000
25.345 56.222
25.369 53.667
25.392 54.222
25.416 55.222
25.439 53.222
25.463 60.556
25.486 55.111
25.510 52.556
25.533 52.889
25.557 54.222
25.581 55.444
25.604 51.444
25.628 47.333
25.651 54.667
25.675 52.778
25.699 56.333
25.722 56.444
25.746 52.556
25.770 53.556
25.793 53.778
25.817 56.000
25.841 53.667
25.864 54.667
25.888 58.000
25.911 56.667
25.935 53.111
25.959 54.333
25.983 55.000
26.006 53.556
26.030 52.333
26.054 55.000
26.077 56.000
26.101 57.111
26.125 57.444
26.148 54.889
26.172 58.556
26.196 54.667
26.220 58.444
26.243 59.222
26.267 55.111
26.291 54.667
26.315 63.000
26.339 62.000
26.362 51.889
26.386 63.333
26.410 57.111
26.434 62.444
26.457 62.111
26.481 60.000
26.505 59.556
26.529 59.889
26.553 57.333
26.577 52.667
26.600 56.222
26.624 56.111
26.648 57.778
26.672 53.444
26.696 52.556
26.720 52.000
26.743 53.000
26.767 56.667
26.791 50.222
26.815 56.000
26.839 51.556
26.863 51.556
26.887 55.000
26.911 55.333
26.935 53.556
26.959 52.889
26.982 56.667
27.006 52.889
27.030 52.333
27.054 56.111
27.078 52.111
27.102 55.111
27.126 55.222
27.150 54.222
27.174 52.000
27.198 56.111
27.222 52.778
27.246 49.778
27.270 50.667
27.294 47.222
27.318 57.556
27.342 53.222
27.366 54.111
27.390 52.222
27.414 49.556
27.438 55.667
27.462 55.556
27.486 53.444
27.510 53.222
27.534 50.222
27.558 51.778
27.582 50.667
27.606 47.000
27.631 56.222
27.655 52.222
27.679 52.111
27.703 52.222
27.727 50.889
27.751 54.333
27.775 54.778
27.799 51.778
27.823 49.778
27.847 51.667
27.872 55.000
27.896 57.444
27.920 51.889
27.944 54.111
27.968 51.333
27.992 57.111
28.017 51.444
28.041 52.444
28.065 53.667
28.089 54.444
28.113 51.778
28.137 56.000
28.162 52.111
28.186 53.556
28.210 52.222
28.234 60.111
28.258 56.778
28.283 54.111
28.307 57.333
28.331 57.111
28.355 57.556
28.380 61.667
28.404 55.333
28.428 59.333
28.452 57.222
28.477 58.667
28.501 62.889
28.525 64.556
28.550 62.111
28.574 67.000
28.598 58.000
28.623 62.556
28.647 60.444
28.671 59.333
28.695 58.889
28.720 62.889
28.744 68.667
28.768 70.333
28.793 76.222
28.817 78.000
28.842 85.444
28.866 95.667
28.890 112.444
28.915 123.111
28.939 142.333
28.963 154.333
28.988 170.333
29.012 205.444
29.037 213.222
29.061 251.111
29.085 291.000
29.110 340.333
29.134 385.222
29.159 439.333
29.183 533.667
29.208 624.000
29.232 711.667
29.256 770.000
29.281 821.889
29.305 844.333
29.330 900.444
29.354 914.333
29.379 845.444
29.403 824.778
29.428 775.000
29.452 731.889
29.477 646.222
29.501 567.333
29.526 504.111
29.550 400.222
29.575 335.667
29.599 254.111
29.624 193.444
29.649 160.667
29.673 124.000
29.698 102.444
29.722 86.778
29.747 77.556
29.771 77.333
29.796 78.444
29.821 67.889
29.845 62.667
29.870 66.111
29.894 63.556
29.919 66.444
29.944 63.556
29.968 59.556
29.993 61.556
30.017 54.778
30.042 60.889
30.067 56.556
30.091 53.333
30.116 54.667
30.141 54.556
30.165 53.889
30.190 59.556
30.215 59.556
30.239 59.556
30.264 51.556
30.289 57.333
30.313 60.889
30.338 51.444
30.363 53.778
30.388 53.222
30.412 56.667
30.437 58.889
30.462 52.222
30.486 51.222
30.511 54.667
30.536 55.222
30.561 55.556
30.585 52.222
30.610 57.667
30.635 55.000
30.660 53.111
30.685 57.444
30.709 60.111
30.734 54.111
30.759 58.444
30.784 55.222
30.809 54.667
30.833 57.000
30.858 57.556
30.883 54.889
30.908 56.111
30.933 54.333
30.958 53.333
30.982 56.333
31.007 56.222
31.032 60.889
31.057 57.111
31.082 55.000
31.107 62.222
31.132 62.556
31.156 62.222
31.181 66.333
31.206 66.889
31.231 64.556
31.256 64.889
31.281 74.889
31.306 69.889
31.331 72.000
31.356 71.667
31.381 73.222
31.406 75.444
31.431 76.222
31.456 68.222
31.481 69.556
31.506 70.444
31.530 67.444
31.555 63.556
31.580 67.222
31.605 61.444
31.630 63.333
31.655 60.889
31.680 54.111
31.705 55.667
31.730 53.333
31.756 52.444
31.781 53.889
31.806 53.778
31.831 50.667
31.856 51.889
31.881 52.667
