19.931 33.000
19.951 40.000
19.971 31.000
19.991 49.000
20.011 37.000
20.031 60.000
20.051 24.000
20.071 25.000
20.091 31.000
20.111 31.000
20.132 22.000
20.152 36.000
20.172 28.000
20.192 27.000
20.212 31.000
20.232 21.000
20.253 25.000
20.273 42.000
20.293 33.000
20.313 19.000
20.333 28.000
20.354 32.000
20.374 23.000
20.394 21.000
20.415 26.000
20.435 29.000
20.455 35.000
20.476 27.000
20.496 19.000
20.516 23.000
20.537 32.000
20.557 23.000
20.578 30.000
20.598 30.000
20.619 26.000
20.639 29.000
20.660 27.000
20.680 23.000
20.701 27.000
20.721 22.000
20.742 28.000
20.762 17.000
20.783 24.000
20.803 16.000
20.824 31.000
20.845 21.000
20.865 26.000
20.886 26.000
20.907 28.000
20.927 31.000
20.948 32.000
20.969 24.000
20.989 25.000
21.010 36.000
21.031 43.000
21.052 24.000
21.073 35.000
21.093 41.000
21.114 41.000
21.135 44.000
21.156 31.000
21.177 31.000
21.198 26.000
21.218 29.000
21.239 26.000
21.260 40.000
21.281 33.000
21.302 28.000
21.323 34.000
21.344 31.000
21.365 20.000
21.386 29.000
21.407 28.000
21.428 22.000
21.449 20.000
21.470 22.000
21.491 19.000
21.512 30.000
21.533 16.000
21.555 25.000
21.576 29.000
21.597 26.000
21.618 25.000
21.639 27.000
21.660 22.000
21.682 18.000
21.703 31.000
21.724 27.000
21.745 29.000
21.766 34.000
21.788 26.000
21.809 20.000
21.830 23.000
21.852 26.000
21.873 24.000
21.894 38.000
21.916 24.000
21.937 18.000
21.958 24.000
21.980 29.000
22.001 21.000
22.023 24.000
22.044 30.000
22.065 24.000
22.087 24.000
22.108 25.000
22.130 25.000
22.151 21.000
22.173 20.000
22.194 27.000
22.216 23.000
22.238 18.000
22.259 26.000
22.281 35.000
22.302 24.000
22.324 24.000
22.346 21.000
22.367 32.000
22.389 22.000
22.410 21.000
22.432 32.000
22.454 23.000
22.476 20.000
22.497 25.000
22.519 27.000
22.541 21.000
22.563 33.000
22.584 25.000
22.606 22.000
22.628 24.000
22.650 29.000
22.672 28.000
22.693 28.000
22.715 24.000
22.737 31.000
22.759 27.000
22.781 28.000
22.803 30.000
22.825 26.000
22.847 27.000
22.869 27.000
22.891 22.000
22.913 29.000
22.935 31.000
22.957 27.000
22.979 28.000
23.001 30.000
23.023 27.000
23.045 26.000
23.067 34.000
23.089 22.000
23.111 21.000
23.133 24.000
23.155 29.000
23.177 29.000
23.199 26.000
23.222 31.000
23.244 30.000
23.266 24.000
23.288 19.000
23.310 28.000
23.333 36.000
23.355 27.000
23.377 33.000
23.399 24.000
23.422 25.000
23.444 25.000
23.466 18.000
23.489 31.000
23.511 23.000
23.533 25.000
23.556 30.000
23.578 20.000
23.600 35.000
23.623 20.000
23.645 34.000
23.668 14.000
23.690 34.000
23.713 28.000
23.735 32.000
23.757 21.000
23.780 20.000
23.802 22.000
23.825 29.000
23.848 26.000
23.870 32.000
23.893 31.000
23.915 33.000
23.938 30.000
23.960 39.000
23.983 26.000
24.006 23.000
24.028 34.000
24.051 29.000
24.073 34.000
24.096 30.000
24.119 28.000
24.142 31.000
24.164 28.000
24.187 24.000
24.210 31.000
24.232 31.000
24.255 39.000
24.278 32.000
24.301 26.000
24.324 41.000
24.346 44.000
24.369 34.000
24.392 40.000
24.415 34.000
24.438 41.000
24.461 45.000
24.483 36.000
24.506 68.000
24.529 69.000
24.552 73.000
24.575 65.000
24.598 73.000
24.621 82.000
24.644 74.000
24.667 73.000
24.690 88.000
24.713 78.000
24.736 90.000
24.759 101.000
24.782 94.000
24.805 123.000
24.828 117.000
24.851 85.000
24.874 103.000
24.897 75.000
24.921 80.000
24.944 75.000
24.967 78.000
24.990 64.000
25.013 52.000
25.036 46.000
25.060 46.000
25.083 34.000
25.106 43.000
25.129 36.000
25.152 34.000
25.176 34.000
25.199 30.000
25.222 33.000
25.245 31.000
25.269 30.000
25.292 28.000
25.315 33.000
25.339 37.000
25.362 33.000
25.385 29.000
25.409 27.000
25.432 34.000
25.456 30.000
25.479 27.000
25.502 32.000
25.526 25.000
25.549 20.000
25.573 23.000
25.596 28.000
25.620 24.000
25.643 28.000
25.667 36.000
25.690 31.000
25.714 41.000
25.737 35.000
25.761 32.000
25.784 22.000
25.808 29.000
25.832 29.000
25.855 25.000
25.879 36.000
25.902 29.000
25.926 39.000
25.950 36.000
25.973 27.000
25.997 31.000
26.021 30.000
